timezone,videoId,channelId,channelTitle,title,commentCount,viewCount,likeCount,dislikeCount,date,cln_title
2021-04-10T03:32:43Z,cTyPT0Zk4-M,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：FREE TALK【ホロライブ/大空スバル】,98,192369,12640,66,2021-04-10,【 # 生 スバル 】 おはよう スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-04-09T14:54:49Z,8OHLlG2aQTs,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#ホロAmongUs​​​】まじでやばいすばう【ホロライブ/大空スバル視点】,80,239516,13165,63,2021-04-09,【 # ホロ AmongUs ​​​】 まじ で や ばいす ば う 【 ホロライブ / 大空 スバル 視点 】
2021-04-08T16:30:46Z,9FiX3Cjny4E,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】バイオハザード7最終回：RESIDENT EVIL 7 biohazard【ホロライブ/大空スバル】,158,314939,15974,110,2021-04-08,【 # 生 スバル 】 バイオ ハザード 7 最終 回 : RESIDENT   EVIL   7   biohazard 【 ホロライブ / 大空 スバル 】
2021-04-06T12:39:00Z,eCk6rDLSBvs,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】カプとれでクレーンゲームすばう/Game Center Crane Games【ホロライブ/大空スバル】,87,185182,10263,40,2021-04-06,【 # 生 スバル 】 カプ とれ で クレーン ゲーム す ば う / Game   Center   Crane   Games 【 ホロライブ / 大空 スバル 】
2021-04-05T14:35:28Z,0pEHPCJMQ08,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】バイオハザード7：RESIDENT EVIL 7 biohazard【ホロライブ/大空スバル】,153,329749,14907,105,2021-04-05,【 # 生 スバル 】 バイオ ハザード 7 : RESIDENT   EVIL   7   biohazard 【 ホロライブ / 大空 スバル 】
2021-04-04T09:51:50Z,TGOenZUIxd4,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】バイオハザード7：RESIDENT EVIL 7 biohazard【ホロライブ/大空スバル】,384,578365,22943,185,2021-04-04,【 # 生 スバル 】 バイオ ハザード 7 : RESIDENT   EVIL   7   biohazard 【 ホロライブ / 大空 スバル 】
2021-04-03T04:16:42Z,VW6SVPIiIvU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：FREE TALK【ホロライブ/大空スバル】,93,214612,12023,42,2021-04-03,【 # 生 スバル 】 おはよう スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-04-01T12:45:03Z,VFQzN4iAmtI,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【】すばるの！全部ホントニュース！【】,102,287224,14987,55,2021-04-01,【 】 すばる の ! 全部 ホント ニュース !【】
2021-03-31T12:52:35Z,7S9XOJEzjao,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】帰ってきた！！！！！視聴者分の１！！！【ホロライブ/大空スバル】,82,247674,14458,52,2021-03-31,【 # 生 スバル 】 帰っ て き た !!!!! 視聴 者 分 の 1 !!!【 ホロライブ / 大空 スバル 】
2021-03-28T08:07:27Z,5EqyRq_LxCw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【※ネタバレ有】絶体絶命都市２すばる：Raw Danger２【#生スバル​】,61,128507,7581,42,2021-03-28,【 ※ ネタ バレ 有 】 絶体絶命 都市 2 すばる : Raw   Danger 2 【# 生 スバル ​】
2021-03-27T09:11:35Z,6jyuDNoiDwk,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【※ネタバレ有】絶体絶命都市２すばる：Raw Danger２【#生スバル​】,54,162416,9302,54,2021-03-27,【 ※ ネタ バレ 有 】 絶体絶命 都市 2 すばる : Raw   Danger 2 【# 生 スバル ​】
2021-03-27T03:46:38Z,zpDBzH5NRqw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【】おはようスバル：FREE TALK【】,74,180111,12946,37,2021-03-27,【 】 おはよう スバル : FREE   TALK 【 】
2021-03-25T13:26:50Z,y4ibE6Cl8hs,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【※ネタバレ有】絶体絶命都市２すばる：Raw Danger２【#生スバル】,70,165225,10114,46,2021-03-25,【 ※ ネタ バレ 有 】 絶体絶命 都市 2 すばる : Raw   Danger 2 【# 生 スバル 】
2021-03-24T13:48:03Z,lVxMMjDpJVs,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【80万人記念】大空警察！！：OOZORA Police【ホロライブ/大空スバル】,657,1067495,39093,354,2021-03-24,【 80 万 人 記念 】 大空 警察 !!: OOZORA   Police 【 ホロライブ / 大空 スバル 】
2021-03-23T13:44:46Z,BBRoezXqI3k,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】空気読みスバル：Air Reaging Game【ホロライブ/大空スバル】,107,203887,11822,53,2021-03-23,【 # 生 スバル 】 空気 読み スバル : Air   Reaging   Game 【 ホロライブ / 大空 スバル 】
2021-03-22T14:39:47Z,sz_Ela139rU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#最終回】完全初見！トリエル生存ルート！：UNDERTALE【ホロライブ/大空スバル】,142,54108,2898,21,2021-03-22,【 # 最終 回 】 完全 初 見 ! トリエル 生存 ルート !: UNDERTALE 【 ホロライブ / 大空 スバル 】
2021-03-22T13:52:04Z,qfq5Ve_Ir4Y,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#３】完全初見！アンダーテール：UNDERTALE【ホロライブ/大空スバル】,121,36822,2320,9,2021-03-22,【 # 3 】 完全 初 見 ! アンダー テール : UNDERTALE 【 ホロライブ / 大空 スバル 】
2021-03-21T07:55:08Z,UhlKk6lxUOw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯14】とりまトッポブで！スバル！！！！：GRANBLUE FANTASY【ホロライブ/大空スバル】,138,220922,10285,63,2021-03-21,【 ♯ 14 】 とり ま トッポブ で ! スバル !!!!: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-03-20T12:40:07Z,GctNU3HG2SQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【大空スバル視点】女登呂温泉・湯けむり殺人事件【ホロミス劇場】,61,235129,10133,105,2021-03-20,【 大空 スバル 視点 】 女 登呂 温泉 ・ 湯けむり 殺人 事件 【 ホロミス 劇場 】
2021-03-20T05:52:42Z,3m9OsJ3n3gQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯13】グラブル100連ガチャ！：GRANBLUE FANTASY【ホロライブ/大空スバル】,121,164498,7203,240,2021-03-20,【 ♯ 13 】 グラブル 100 連 ガチャ !: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-03-20T03:22:35Z,1fT_wz7X8TM,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：FREE TALK【ホロライブ/大空スバル】,63,151614,10889,33,2021-03-20,【 # 生 スバル 】 おはよう スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-03-19T14:27:21Z,CHvZk19prog,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】マイクラおさんぽ建築スバル：MINECRAFT【ホロライブ/大空スバル】,127,186438,12338,46,2021-03-19,【 # 生 スバル 】 マイクラ お さんぽ 建築 スバル : MINECRAFT 【 ホロライブ / 大空 スバル 】
2021-03-18T13:16:28Z,rRhLCP2ykig,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】アイドルのレッスンってなにすんの？：What are you doing in idol lessons?【ホロリブ/大空スバル】,72,156685,12502,44,2021-03-18,【 # 生 スバル 】 アイドル の レッスン ってな に すん の ?: What   are   you   doing   in   idol   lessons ?【 ホロリブ / 大空 スバル 】
2021-03-16T14:14:36Z,tWG53VJzPHg,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#ミオスバ】第1回　俺の考えるホロライブ最強企画【大空スバル/大神ミオ】,151,286792,14220,75,2021-03-16,【 # ミオスバ 】 第 1 回 俺 の 考える ホロライブ 最強 企画 【 大空 スバル / 大神 ミオ 】
2021-03-14T09:15:47Z,zrIDw5iR2x0,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯12】お覚悟！！！フリーシア&amp;マリス！！！！：GRANBLUE FANTASY【ホロライブ/大空スバル】,157,223882,9608,70,2021-03-14,【 ♯ 12 】 お 覚悟 !!! フリーシア & amp ; マリス !!!!: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-03-13T10:07:19Z,85sC99YUkt4,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#最終回】零～眞紅の蝶～をするスバル：PROJECT ZERO 2 Wii EDITION【初見実況】,88,163627,10312,31,2021-03-13,【 # 最終 回 】 零 眞 紅 の 蝶 を する スバル : PROJECT   ZERO   2   Wii   EDITION 【 初 見 実況 】
2021-03-13T03:19:29Z,TxhywIY2QHw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：FREE TALK【ホロライブ/大空スバル】,81,165140,11385,28,2021-03-13,【 # 生 スバル 】 おはよう スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-03-12T13:29:06Z,YIpJ_x76xhg,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】１時間で何キロやせる！？リングフィットアドベンチャー！：Ring Fit Adventure【ホロライブ/大空スバル】,267,206602,14776,31,2021-03-12,【 # 生 スバル 】 1 時間 で 何 キロ やせる !? リングフィットアドベンチャー !: Ring   Fit   Adventure 【 ホロライブ / 大空 スバル 】
2021-03-11T14:39:29Z,eEA5zA0GkfM,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#ホロ鳥 / #holobirds】KFP3号店作るちゅば！！！！：MINE CRAFT【大空スバル視点】,84,182754,13778,40,2021-03-11,【 # ホロ 鳥 /   # holobirds 】 KFP 3 号 店 作る ち ゅば !!!!: MINE   CRAFT 【 大空 スバル 視点 】
2021-03-09T12:57:25Z,pWhfMalZMaw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#２】完全初見！アンダーテール：UNDERTALE【ホロライブ/大空スバル】,171,55383,2771,17,2021-03-09,【 # 2 】 完全 初 見 ! アンダー テール : UNDERTALE 【 ホロライブ / 大空 スバル 】
2021-03-09T12:49:19Z,qQdHnA2-O_Y,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#１】完全初見！！アンダーテールする！！！：UNDERTALE【ホロライブ/大空スバル】,416,82567,3977,32,2021-03-09,【 # 1 】 完全 初 見 !! アンダー テール する !!!: UNDERTALE 【 ホロライブ / 大空 スバル 】
2021-03-07T16:19:30Z,SSPtVsGRcjI,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】つぐのひすばる：TUGUNOHI【ホロライブ/大空スバル】,117,264075,12344,48,2021-03-07,【 # 生 スバル 】 つ ぐのひすばる : TUGUNOHI 【 ホロライブ / 大空 スバル 】
2021-03-06T15:43:42Z,HI9HKcUf51k,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おやすみスバル：FREE TALK【ホロライブ/大空スバル】,92,129614,9608,27,2021-03-06,【 # 生 スバル 】 おやすみ スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-03-03T12:08:23Z,SiXUqwCTmuA,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【運営公認】秘密を暴け！大空スバル探偵事務所！：OOZORA Detective agency investigate the secrets of the Hololive audition🐣,248,269199,18734,48,2021-03-03,【 運営 公認 】 秘密 を 暴け ! 大空 スバル 探偵 事務所 !: OOZORA   Detective   agency   investigate   the   secrets   of   the   Hololive   audition 🐣
2021-03-02T11:08:16Z,F6n6x-8ZBBU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯10】オルキスちゃんを救いたい：GRANBLUE FANTASY【ホロライブ/大空スバル】,63,115692,7106,36,2021-03-02,【 ♯ 10 】 オルキス ちゃん を 救い たい : GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-02-27T06:20:47Z,1FcShCHRS8o,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#３】零～眞紅の蝶～をするスバル：PROJECT ZERO 2 Wii EDITION【初見実況】,65,108979,7792,22,2021-02-27,【 # 3 】 零 眞 紅 の 蝶 を する スバル : PROJECT   ZERO   2   Wii   EDITION 【 初 見 実況 】
2021-02-27T03:22:29Z,Y2g-ucwPcrw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯生スバル】おはようスバル：Free  Talk【ホロライブ：大空スバル】,98,248360,15329,24,2021-02-27,【 ♯ 生 スバル 】 おはよう スバル : Free   Talk 【 ホロライブ : 大空 スバル 】
2021-02-26T09:56:13Z,j4dX1wGpMjc,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,初期スバル：Pure SUBARU,2065,383672,47583,40,2021-02-26,初期 スバル : Pure   SUBARU
2021-02-25T12:37:44Z,8WzZjLlVOpc,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【♯生スバル】今日はバナナでキメる：Sausage  Legend【レート1000↑】,120,190428,11628,40,2021-02-25,【 ♯ 生 スバル 】 今日 は バナナ で キメる : Sausage   Legend 【 レート 1000 ↑ 】
2021-02-21T13:13:15Z,toQoiiwyGjU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,ランダムスバル：ramdom subaru,2201,442736,46867,40,2021-02-21,ランダム スバル : ramdom   subaru
2021-02-21T09:23:26Z,08g-NSTNPVY,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#２】零～眞紅の蝶～をするスバル：PROJECT ZERO 2 Wii EDITION【初見実況】,59,216722,10327,28,2021-02-21,【 # 2 】 零 眞 紅 の 蝶 を する スバル : PROJECT   ZERO   2   Wii   EDITION 【 初 見 実況 】
2021-02-20T09:31:14Z,e92qKH9kpEU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【初見実況】零～眞紅の蝶～をするスバル：PROJECT ZERO 2 Wii EDITION【ホロライブ/大空スバル】,113,275304,13014,55,2021-02-20,【 初 見 実況 】 零 眞 紅 の 蝶 を する スバル : PROJECT   ZERO   2   Wii   EDITION 【 ホロライブ / 大空 スバル 】
2021-02-20T04:14:59Z,d6ouim9ZsyI,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：FREE TALK【ホロライブ/大空スバル】,81,199002,12496,34,2021-02-20,【 # 生 スバル 】 おはよう スバル : FREE   TALK 【 ホロライブ / 大空 スバル 】
2021-02-18T13:48:48Z,_mggdfxxEmQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】スバるしマイクラ！！！！：rusia&amp;subaru minecraft【ホロライブ/大空スバル】,142,294237,15877,43,2021-02-18,【 # 生 スバル 】 スバ る し マイクラ !!!!: rusia & amp ; subaru   minecraft 【 ホロライブ / 大空 スバル 】
2021-02-18T10:04:59Z,bRXQwAGNCso,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【※告知有】Bloombありがとうございましあ！！：thanks for Bloom!【】,78,107528,8224,9,2021-02-18,【 ※ 告知 有 】 Bloomb ありがとう ござい まし あ !!: thanks   for   Bloom !【】
2021-02-16T12:44:49Z,3gOhLstrTvs,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】ライブ直前！？DEATHルーレットASMR💛【ホロライブ/大空スバル】,365,326207,20684,49,2021-02-16,【 # 生 スバル 】 ライブ 直前 !? DEATH ルーレット ASMR 💛 【 ホロライブ / 大空 スバル 】
2021-02-14T14:26:49Z,L9TxWjDrZoM,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】グリームニルガチャ：GRANBLUE FANTASY【ホロライブ/大空スバル】,203,246813,14872,263,2021-02-14,【 # 生 スバル 】 グリームニルガチャ : GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-02-14T03:29:23Z,ryUa-7_ylUo,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【】おはようスバル：FREE TALK【】,91,174569,10900,36,2021-02-14,【 】 おはよう スバル : FREE   TALK 【 】
2021-02-13T09:36:29Z,9G9_dcjYN1E,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#１１】最終回！！！！！！！！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,144,160408,7279,71,2021-02-13,【 # 11 】 最終 回 !!!!!!!!!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-02-12T16:37:00Z,qWetncnJG_M,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【MINECRAFT】そろそろ納品？！台所と脱衣所つくるぞ！！【ホロライブ/大空スバル】,126,336601,13653,65,2021-02-12,【 MINECRAFT 】 そろそろ 納品 ?! 台所 と 脱衣 所 つくる ぞ !!【 ホロライブ / 大空 スバル 】
2021-02-10T14:09:36Z,pGdfRRUGbzI,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#９】頼む…服を着ててくれ…ラビ島編！：GRANBLUE FANTASY【ホロライブ/大空スバル】,65,144598,7644,54,2021-02-10,【 # 9 】 頼む … 服 を 着 て て くれ … ラビ 島 編 !: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-02-09T15:41:56Z,RtNh2VNJm-I,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#アイドルデス】Bloom!アイドルDEATH GAME【ホロライブ】,127,366558,18416,99,2021-02-09,【 # アイドルデス 】 Bloom ! アイドル DEATH   GAME 【 ホロライブ 】
2021-02-08T15:52:26Z,k8QM0GXYuDQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】70万登録感謝祭！！！ふりーだむ！【ホロライブ/大空スバル】,216,241340,16665,49,2021-02-08,【 # 生 スバル 】 70 万 登録 感謝 祭 !!! ふり ー だ む !【 ホロライブ / 大空 スバル 】
2021-02-06T08:24:09Z,LDp7tPX1yrU,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#10】仮面集める！！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,53,139235,7679,41,2021-02-06,【 # 10 】 仮面 集める !!!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-02-06T03:14:24Z,07AzK6levMM,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル！：Free Talk【大空スバル/ホロライブ】,71,150707,10252,23,2021-02-06,【 # 生 スバル 】 おはよう スバル !: Free   Talk 【 大空 スバル / ホロライブ 】
2021-02-05T13:30:21Z,qUB3ps86mOE,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#８】黒騎士逮捕ってマジ？：GRANBLUE FANTASY【ホロライブ/大空スバル】,79,155474,7959,60,2021-02-05,【 # 8 】 黒 騎士 逮捕 って マジ ?: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-02-03T13:53:16Z,MhRRfZHevug,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【MINECRAFT】やばい・・・part3【ホロライブ/大空スバル】,77,265294,11726,49,2021-02-03,【 MINECRAFT 】 やばい ・ ・ ・ part 3 【 ホロライブ / 大空 スバル 】
2021-02-02T15:03:14Z,sDYIpRyEvNo,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【MINECRAFT】やばい・・・Part2【ホロライブ/大空スバル】,100,355464,15608,103,2021-02-02,【 MINECRAFT 】 やばい ・ ・ ・ Part 2 【 ホロライブ / 大空 スバル 】
2021-01-31T08:54:34Z,hcjnO7-Y2GI,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#9】最難関？！ロックビル！！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,53,151662,8025,55,2021-01-31,【 # 9 】 最 難関 ?! ロック ビル !!!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-01-30T09:20:16Z,b2lVLn-z5yM,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#8】最難関？！谷で神殿をみつけよ！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,52,132437,6887,56,2021-01-30,【 # 8 】 最 難関 ?! 谷 で 神殿 を みつけよ !: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-01-30T03:25:28Z,rA5MQyrW0EY,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようスバル：ＦＲＥＥＴＡＬＫ【ホロライブ/大空スバル】,63,151283,10390,26,2021-01-30,【 # 生 スバル 】 おはよう スバル : FREETALK 【 ホロライブ / 大空 スバル 】
2021-01-28T15:04:47Z,2AaCaCoRMB0,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#７】明かされるラカムの過去！？：GRANBLUE FANTASY【ホロライブ/大空スバル】,92,153189,8888,52,2021-01-28,【 # 7 】 明かさ れる ラカム の 過去 !?: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-01-26T15:15:51Z,6U0pTdoOjiA,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【MINECRAFT】やばい・・・【ホロライブ/大空スバル】,163,372529,17218,96,2021-01-26,【 MINECRAFT 】 やばい ・ ・ ・ 【 ホロライブ / 大空 スバル 】
2021-01-24T08:53:20Z,SStQvFj42nw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#7】仮面集めーー！！！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,79,174283,9562,53,2021-01-24,【 # 7 】 仮面 集め ー !!!!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-01-23T08:46:29Z,02WC5ZNwaIw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#6】グレートベイの神殿攻略！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,63,150694,7991,43,2021-01-23,【 # 6 】 グレート ベイ の 神殿 攻略 !!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-01-23T03:34:55Z,v-hFx0gSMNw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】おはようすばる雑談：Free Talk【ホロライブ/大空スバル】,96,219136,12515,29,2021-01-23,【 # 生 スバル 】 おはよう すばる 雑談 : Free   Talk 【 ホロライブ / 大空 スバル 】
2021-01-21T14:02:35Z,ujtn9sZdcWQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#６】霧の島ガロンゾ？いくちゅば！！：GRANBLUE FANTASY【ホロライブ/大空スバル】,118,161678,9306,46,2021-01-21,【 # 6 】 霧 の 島 ガロンゾ ? い くち ゅば !!: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-01-20T13:14:36Z,zA9P6LGLDSw,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【ミオスバ】初心忘れるべからず【今日地獄です】,203,418911,18850,69,2021-01-20,【 ミオスバ 】 初心 忘れる べから ず 【 今日 地獄 です 】
2021-01-17T09:21:35Z,0KLnCy691Ts,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#5】海の神殿にいくぞ！！！ムジュラの仮面！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,80,146599,7505,42,2021-01-17,【 # 5 】 海 の 神殿 に いく ぞ !!! ムジュラ の 仮面 !!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
2021-01-15T14:32:50Z,YiS-Uo2krN0,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#生スバル】３Ｄおやすみすばる：Free Talk【ホロライブ/大空スバル】,170,212659,15304,54,2021-01-15,【 # 生 スバル 】 3 D おやすみ すばる : Free   Talk 【 ホロライブ / 大空 スバル 】
2021-01-14T14:07:45Z,G3oe0xYs9DQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#５】明かされる最推しの過去？！：GRANBLUE FANTASY【ホロライブ/大空スバル】,112,194974,11148,64,2021-01-14,【 # 5 】 明かさ れる 最 推し の 過去 ?!: GRANBLUE   FANTASY 【 ホロライブ / 大空 スバル 】
2021-01-12T14:35:18Z,nW_iu41RoEQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#ホロL4D2】８人対戦Ｌ４Ｄ２で大暴れするちゅば！！！！！！！！【ＦＡＭＳ視点】,152,424087,19598,88,2021-01-12,【 # ホロ L 4 D 2 】 8 人 対戦 L 4 D 2 で 大 暴れ する ち ゅば !!!!!!!!【 FAMS 視点 】
2021-01-11T14:03:48Z,OrR_qVytQ74,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#ホロお正月CUP​】がんばる！！！！！！！！！！！！！！！！！【ホロライブ/大空スバル】,101,273744,13107,40,2021-01-11,【 # ホロ お正月 CUP ​】 がんばる !!!!!!!!!!!!!!!!!【 ホロライブ / 大空 スバル 】
2021-01-10T17:20:00Z,xhQc8VsXkWY,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#おかあくすば】おかゆあくあすばる合同練習会【ホロライブ/大空スバル】,55,128714,6450,22,2021-01-10,【 # おか あ くす ば 】 おかゆ あく あ すばる 合同 練習 会 【 ホロライブ / 大空 スバル 】
2021-01-10T13:09:08Z,GpqsMTUmjB0,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【 #雑ホロ杯 /マリカDX8​】行くぞおおおおおおおおお！！【ホロライブ/大空スバル】,36,94685,6385,13,2021-01-10,【 # 雑 ホロ 杯 / マリカ DX 8 ​】 行く ぞ おお おお おお おお お !!【 ホロライブ / 大空 スバル 】
2021-01-10T08:54:22Z,kmNJpxY8lrQ,UCvzGlP9oQwU--Y0r9id_jnA,Subaru Ch. 大空スバル,【#４】スノーヘッドの神殿！！ムジュラの仮面！！：The Legend of Zelda: Majora&#39;s Mask【ホロライブ/大空スバル】,46,138824,6399,39,2021-01-10,【 # 4 】 スノーヘッド の 神殿 !! ムジュラ の 仮面 !!: The   Legend   of   Zelda :   Majora &# 39 ; s   Mask 【 ホロライブ / 大空 スバル 】
